num,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,class
3336,0.300385,0.004353406,0.018809,444.5857143,1015,31121,0
3337,0.268267,0.003887928,0.020211,514.2857143,1156,36000,0
3338,0.261252,0.003786261,0.020223,507.2714286,1156,35509,0
3339,0.272044,0.003942667,0.020223,465.5,1076,32585,0
3340,0.271937,0.003941116,0.017488,553.5142857,1256,38746,0
3341,0.272143,0.003944101,0.019946,601.2571429,1256,42088,0
3342,0.271079,0.003928681,0.02006,542.7142857,1256,37990,0
3343,0.251854,0.003650058,0.02006,541.0428571,1232,37873,0
3344,0.265402,0.003846406,0.019966,572.8428571,1232,40099,0
3345,0.290197,0.004205754,0.01957,543.3,1199,38031,0
3346,0.263833,0.003823667,0.016799,525.2571429,1199,36768,0
3347,0.286214,0.004148029,0.020017,557.4714286,1195,39023,0
3348,0.303021,0.004391609,0.020067,550.6857143,1198,38548,0
3349,0.327384,0.004744696,0.020067,469.9428571,1198,32896,0
3350,0.304823,0.004417725,0.020124,515.5428571,1155,36088,0
3351,0.259418,0.003759681,0.020124,594.8142857,1161,41637,0
3352,0.295175,0.004277899,0.020005,535.1714286,1216,37462,0
3353,0.314287,0.004554884,0.019266,433.8285714,1216,30368,0
3354,0.320496,0.00464487,0.019947,377.1428571,1190,26400,0
3355,0.354076,0.005131536,0.020026,365.2,1190,25564,0
3356,0.314573,0.004559029,0.020026,433.3,1118,30331,0
3357,0.291494,0.004224551,0.020054,458.8571429,974,32120,0
3358,0.295511,0.004282768,0.020054,449.6714286,1192,31477,0
3359,0.271309,0.003932014,0.019478,487.2571429,1203,34108,0
3360,0.164232,0.002380174,0.017589,761.9142857,1180,53334,0
3361,0.156488,0.002267942,0.017589,729.2571429,1128,51048,0
3362,0.156026,0.002261246,0.013711,752.0428571,1159,52643,0
3363,0.169166,0.002451681,0.011532,749.4285714,1182,52460,0
3364,0.152049,0.002203609,0.011532,751.7142857,1188,52620,0
3365,0.15491,0.002245072,0.01445,773.8714286,1188,54171,0
3366,0.147273,0.002134391,0.01445,759.8,1182,53186,0
3367,0.161186,0.002336029,0.012116,756.5428571,1182,52958,0
3368,0.170018,0.002464029,0.012116,747.7428571,1156,52342,0
3369,0.169353,0.002454391,0.012894,708.5714286,1161,49600,0
3370,0.169971,0.002463348,0.018863,714.7857143,1161,50035,0
3371,0.178799,0.00259129,0.018863,701.4857143,1156,49104,0
3372,0.159167,0.002306768,0.013168,709.8857143,1173,49692,0
3373,0.136737,0.001981696,0.015336,770.4142857,1173,53929,0
3374,0.157995,0.002289783,0.015336,795.3571429,1176,55675,0
3375,0.15928,0.002308406,0.01659,824.5142857,1182,57716,0
3376,0.155143,0.002248449,0.020088,757.5857143,1182,53031,0
3377,0.163845,0.002374565,0.020088,695.3714286,1184,48676,0
3378,0.150029,0.002174333,0.00759,735.2714286,1184,51469,0
3379,0.160651,0.002328275,0.00828,735.1857143,1176,51463,0
3380,0.156741,0.002271609,0.011918,753.7142857,1182,52760,0
3381,0.168616,0.00244371,0.011918,772.0142857,1182,54041,0
3382,0.176314,0.002555275,0.012745,741.4285714,1177,51900,0
3383,0.163481,0.00236929,0.012745,740.6571429,1177,51846,0
3384,0.174613,0.002530623,0.011148,785.3857143,1175,54977,0
3385,0.183652,0.002661623,0.01281,827.8714286,1181,57951,0
3386,0.161229,0.002336652,0.01281,787.1571429,1181,55101,0
3387,0.145286,0.002105594,0.006573,683.6,1147,47852,0
3388,0.157218,0.002278522,0.006573,698.6714286,1167,48907,0
3389,0.17377,0.002518406,0.015291,800.5571429,1176,56039,0
3390,0.180424,0.002614841,0.015291,851.0285714,1176,59572,0
3391,0.186595,0.002704275,0.016542,807.8285714,1185,56548,0
3392,0.17708,0.002566377,0.016542,754.2,1187,52794,0
3393,0.159293,0.002308594,0.015115,746.7142857,1187,52270,0
3394,0.15731,0.002279855,0.012857,742.4428571,1186,51971,0
3395,0.171745,0.002489058,0.012857,729.1428571,1180,51040,0
3396,0.16645,0.002412319,0.011428,741.5285714,1182,51907,0
3397,0.158317,0.002294449,0.012428,695.5571429,1182,48689,0
3398,0.160978,0.002333014,0.012428,673.1285714,1175,47119,0
3399,0.167881,0.002433058,0.010018,751.3428571,1182,52594,0
3400,0.178622,0.002588725,0.010018,758.3142857,1183,53082,0
3401,0.18369,0.002662174,0.013449,780.0714286,1183,54605,0
3402,0.1873,0.002714493,0.016182,813,1177,56910,0
3403,0.203436,0.002948348,0.016182,806.6571429,1149,56466,0
3404,0.173238,0.002510696,0.011308,763.8714286,1149,53471,0
3405,0.177786,0.002576609,0.007141,746.4857143,1179,52254,0
3406,0.193129,0.002798971,0.011636,818.8571429,1179,57320,0
3407,0.195104,0.002827594,0.011636,808,1179,56560,0
3408,0.170558,0.002471855,0.010201,724.3285714,1178,50703,0
3409,0.172884,0.002505565,0.014841,750.0714286,1178,52505,0
3410,0.19544,0.002832464,0.014841,794.9285714,1172,55645,0
3411,0.192733,0.002793232,0.011926,809.8857143,1167,56692,0
3412,0.189082,0.002740319,0.010018,844.6285714,1170,59124,0
3413,0.181708,0.002633449,0.013322,773.3428571,1170,54134,0
3414,0.167623,0.002429319,0.014009,731.4428571,1153,51201,0
3415,0.175405,0.002542101,0.017667,805.2285714,1187,56366,0
3416,0.202063,0.002928449,0.017667,861.3857143,1187,60297,0
3417,0.201984,0.002927304,0.017736,836.7,1138,58569,0
3418,0.198923,0.002882942,0.017736,797.9571429,1148,55857,0
3419,0.179336,0.002599072,0.017722,824.6857143,1161,57728,0
3420,0.183068,0.002653159,0.017722,802.0142857,1161,56141,0
3421,0.190774,0.002764841,0.017244,751.6857143,1179,52618,0
3422,0.158798,0.00230142,0.013191,745.0714286,1180,52155,0
3423,0.157983,0.002289609,0.011832,716.9714286,1181,50188,0
3424,0.17513,0.002538116,0.011832,728.2285714,1181,50976,0
3425,0.157352,0.002280464,0.01139,746.7428571,1181,52272,0
3426,0.162258,0.002351565,0.01139,740.1428571,1186,51810,0
3427,0.196583,0.002849029,0.015398,704.8714286,1186,49341,0
3428,0.173724,0.002517739,0.015398,721.2571429,1171,50488,0
3429,0.146678,0.002125768,0.010836,781.2571429,1166,54688,0
3430,0.136518,0.001978522,0.019851,83.94285714,118,5876,1
3431,0.137093,0.001986855,0.019851,86.11428571,121,6028,1
3432,0.12202,0.001768406,0.018427,87.97142857,121,6158,1
3433,0.131315,0.001903116,0.019515,85.68571429,121,5998,1
3434,0.122908,0.001781275,0.019515,85,121,5950,1
3435,0.116397,0.001686913,0.010667,81.71428571,121,5720,1
3436,0.16901,0.00244942,0.024883,78.04285714,88,5463,1
3437,0.188293,0.002728884,0.024883,79.5,95,5565,1
3438,0.138541,0.002007841,0.018576,78.87142857,95,5521,1
3439,0.116352,0.001686261,0.014509,76.21428571,89,5335,1
3440,0.13263,0.001922174,0.013975,77.27142857,95,5409,1
3441,0.169811,0.002461029,0.017277,78.62857143,95,5504,1
3442,0.190066,0.00275458,0.029313,78.55714286,95,5499,1
3443,0.17417,0.002524203,0.029313,79.24285714,95,5547,1
3444,0.1876,0.002718841,0.017488,79.94285714,95,5596,1
3445,0.174408,0.002527652,0.017488,79.92857143,95,5595,1
3446,0.181736,0.002633855,0.017021,79.04285714,94,5533,1
3447,0.184418,0.002672725,0.01702,79.04285714,95,5533,1
3448,0.173959,0.002521145,0.024128,79.28571429,95,5550,1
3449,0.185272,0.002685101,0.024128,79.74285714,95,5582,1
3450,0.183156,0.002654435,0.016413,80.04285714,97,5603,1
3451,0.172155,0.002495,0.021055,80,98,5600,1
3452,0.168624,0.002443826,0.021055,79.47142857,98,5563,1
3453,0.172516,0.002500232,0.015687,79.65714286,98,5576,1
3454,0.193283,0.002801203,0.02641,80.04285714,98,5603,1
3455,0.171962,0.002492203,0.02641,78.71428571,94,5510,1
3456,0.138085,0.002001232,0.020697,78.44285714,95,5491,1
3457,0.134712,0.001952348,0.017476,77.88571429,95,5452,1
3458,0.143029,0.002072884,0.017476,76.91428571,86,5384,1
3459,0.166028,0.002406203,0.020559,78.2,95,5474,1
3460,0.173517,0.002514739,0.025825,78.95714286,95,5527,1
3461,0.172896,0.002505739,0.025825,80.48571429,98,5634,1
3462,0.151453,0.002194971,0.017052,79.45714286,98,5562,1
3463,0.108372,0.001570609,0.017052,77.4,95,5418,1
3464,0.138738,0.002010696,0.017323,80.42857143,98,5630,1
3465,0.175516,0.00254371,0.021059,80.7,98,5649,1
3466,0.183507,0.002659522,0.021059,78.52857143,93,5497,1
3467,0.18543,0.002687391,0.01784,78.7,95,5509,1
3468,0.178641,0.002589,0.01784,79.22857143,97,5546,1
3469,0.186545,0.002703551,0.024965,80.94285714,97,5666,1
3470,0.173297,0.002511551,0.024965,82.07142857,95,5745,1
3471,0.173645,0.002516594,0.020866,81.07142857,98,5675,1
3472,0.186598,0.002704319,0.020866,80.87142857,98,5661,1
3473,0.181288,0.002627362,0.016995,80.34285714,98,5624,1
3474,0.190442,0.002760029,0.017381,81,98,5670,1
3475,0.183932,0.002665681,0.017381,80.67142857,97,5647,1
3476,0.168491,0.002441899,0.016182,79.12857143,95,5539,1
3477,0.170062,0.002464667,0.016182,79.34285714,95,5554,1
3478,0.171368,0.002483594,0.014986,78.87142857,92,5521,1
3479,0.163565,0.002370507,0.013504,78.77142857,101,5514,1
3480,0.133196,0.001930377,0.012012,79.61428571,101,5573,1
3481,0.196741,0.002851319,0.025406,78.41428571,101,5489,1
3482,0.165638,0.002400551,0.025406,78.62857143,95,5504,1
3483,0.125408,0.001817507,0.013602,79.11428571,95,5538,1
3484,0.182654,0.002647159,0.018126,78.1,89,5467,1
3485,0.144629,0.002096072,0.018126,78.78571429,101,5515,1
3486,0.105992,0.001536116,0.019724,77.61428571,101,5433,1
3487,0.133061,0.00192842,0.019724,77.01428571,97,5391,1
3488,0.140486,0.002036029,0.015724,80.7,119,5649,1
3489,0.127512,0.001848,0.015002,85.97142857,125,6018,1
3490,0.135798,0.001968087,0.01897,87.97142857,130,6158,1
3491,0.164459,0.002383464,0.022778,86.45714286,130,6052,1
3492,0.156867,0.002273435,0.022778,84.87142857,124,5941,1
3493,0.130473,0.001890913,0.012301,85.37142857,128,5976,1
3494,0.153843,0.002229609,0.014199,86.41428571,128,6049,1
3495,0.150617,0.002182855,0.014199,90.91428571,121,6364,1
3496,0.127859,0.001853029,0.012026,90.42857143,124,6330,1
3497,0.144863,0.002099464,0.019437,84.37142857,124,5906,1
3498,0.184788,0.002678087,0.022586,82.72857143,121,5791,1
3499,0.184226,0.002669942,0.022586,81.3,95,5691,1
3500,0.163378,0.002367797,0.089615,997.2,1514,69804,3
3501,0.010484,0.000151942,0.002591,1284.571429,1514,89920,3
3502,0.029896,0.000433275,0.012779,1229.128571,1514,86039,3
3503,0.029446,0.000426754,0.012779,1195.771429,1514,83704,3
3504,0.007009,0.00010158,0.000632,1278.3,1514,89481,3
3505,0.006866,9.95E-05,0.00063,1311.828571,1514,91828,3
3506,0.005977,8.66E-05,0.00063,1022.8,1514,71596,3
3507,0.003946,5.72E-05,0.000625,740.4,1514,51828,3
3508,0.003909,5.67E-05,0.000627,781.6571429,1514,54716,3
3509,0.003965,5.75E-05,0.000632,842.6857143,1514,58988,3
3510,0.004581,6.64E-05,0.000643,801.4857143,1514,56104,3
3511,0.0039,5.65E-05,0.000643,740.4571429,1514,51832,3
3512,0.003897,5.65E-05,0.000638,780.0571429,1514,54604,3
3513,0.004342,6.29E-05,0.000638,778,1514,54460,3
3514,0.00853,0.000123623,0.001894,1001.885714,1514,70132,3
3515,0.007129,0.000103319,0.000632,1296.857143,1514,90780,3
3516,0.005501,7.97E-05,0.000632,1033.542857,1514,72348,3
3517,0.004577,6.63E-05,0.000684,760.9714286,1514,53268,3
3518,0.004049,5.87E-05,0.000684,781.6571429,1514,54716,3
3519,0.004255,6.17E-05,0.000633,811.8285714,1514,56828,3
3520,0.004398,6.37E-05,0.000633,832.1714286,1514,58252,3
3521,0.003834,5.56E-05,0.000632,761.3142857,1514,53292,3
3522,0.004401,6.38E-05,0.000635,781.1428571,1514,54680,3
3523,0.003784,5.48E-05,0.000635,839.6571429,1514,58776,3
3524,0.005779,8.38E-05,0.000631,1019.828571,1514,71388,3
3525,0.006848,9.92E-05,0.000629,1202.171429,1514,84152,3
3526,0.005302,7.68E-05,0.000625,958.1714286,1514,67072,3
3527,0.004512,6.54E-05,0.000626,758,1514,53060,3
3528,0.003858,5.59E-05,0.000626,781.6571429,1514,54716,3
3529,0.003946,5.72E-05,0.000632,842.6857143,1514,58988,3
3530,0.004028,5.84E-05,0.000634,842.6857143,1514,58988,3
3531,0.004095,5.93E-05,0.000634,756.2857143,1514,52940,3
3532,0.004973,7.21E-05,0.000641,935.6,1514,65492,3
3533,0.005452,7.90E-05,0.000641,936.1714286,1514,65532,3
3534,0.004525,6.56E-05,0.000625,756.8571429,1514,52980,3
3535,0.003873,5.61E-05,0.000626,781.6571429,1514,54716,3
3536,0.003938,5.71E-05,0.000627,802,1514,56140,3
3537,0.004571,6.62E-05,0.000634,842.6857143,1514,58988,3
3538,0.004614,6.69E-05,0.000636,800.0571429,1514,56004,3
3539,0.004107,5.95E-05,0.000647,755.6,1514,52892,3
3540,0.004055,5.88E-05,0.000647,818.4571429,1514,57292,3
3541,0.004467,6.47E-05,0.000634,842.5714286,1514,58980,3
3542,0.004422,6.41E-05,0.000625,802,1514,56140,3
3543,0.004472,6.48E-05,0.000625,781.6571429,1514,54716,3
3544,0.003914,5.67E-05,0.00063,761.3142857,1514,53292,3
3545,0.004447,6.44E-05,0.00063,859.9428571,1514,60196,3
3546,0.004569,6.62E-05,0.000626,935.8285714,1514,65508,3
3547,0.004655,6.75E-05,0.000626,851.7142857,1514,59620,3
3548,0.003845,5.57E-05,0.000626,833.0857143,1514,58316,3
3549,0.004489,6.51E-05,0.000628,835.2571429,1514,58468,3
3550,0.00465,6.74E-05,0.00064,796.0571429,1514,55724,3
3551,0.004072,5.90E-05,0.00064,754.6857143,1514,52828,3
3552,0.004084,5.92E-05,0.00064,813.8857143,1514,56972,3
3553,0.004843,7.02E-05,0.000651,836.6285714,1514,58564,3
3554,0.004117,5.97E-05,0.000651,759.3714286,1514,53156,3
3555,0.003902,5.66E-05,0.000627,781.6571429,1514,54716,3
3556,0.004511,6.54E-05,0.000628,842.6857143,1514,58988,3
3557,0.004681,6.78E-05,0.000628,801.3142857,1514,56092,3
3558,0.00406,5.88E-05,0.000634,754.4571429,1514,52812,3
3559,0.005,7.25E-05,0.000659,975.6571429,1514,68296,3
3560,0.005545,8.04E-05,0.000659,956.9142857,1514,66984,3
3561,0.004548,6.59E-05,0.000626,752.6285714,1514,52684,3
3562,0.003927,5.69E-05,0.000627,774.4571429,1514,54212,3
3563,0.003911,5.67E-05,0.000637,818.4571429,1514,57292,3
3564,0.004697,6.81E-05,0.000644,818,1514,57260,3
3565,0.004647,6.73E-05,0.000644,776.0571429,1514,54324,3
3566,0.003975,5.76E-05,0.000639,798.5714286,1514,55900,3
3567,0.004005,5.80E-05,0.000639,841.3142857,1514,58892,3
3568,0.004678,6.78E-05,0.00064,802,1514,56140,3
3569,0.004006,5.81E-05,0.00064,740.9714286,1514,51868,3
3570,0.130097,0.001885464,0.03687,1088.271429,1514,76179,2
3571,0.085815,0.001243696,0.024721,974.4857143,1514,68214,2
3572,0.044632,0.000646841,0.024721,955.1714286,1514,66862,2
3573,0.03435,0.000497826,0.007942,1082.885714,1514,75802,2
3574,0.036842,0.000533942,0.012475,1059.642857,1514,74175,2
3575,0.030872,0.00044742,0.012475,1104.485714,1514,77314,2
3576,0.04281,0.000620435,0.009501,1102.885714,1514,77202,2
3577,0.053988,0.000782435,0.011364,1048.8,1514,73416,2
3578,0.10257,0.001486522,0.038919,1097.314286,1514,76812,2
3579,0.115125,0.001668478,0.038919,1146.671429,1514,80267,2
3580,0.041531,0.000601899,0.020136,1243.2,1514,87024,2
3581,0.047876,0.000693855,0.022074,1244.528571,1514,87117,2
3582,0.050216,0.000727768,0.022074,878.7571429,1514,61513,2
3583,0.082555,0.001196449,0.056562,743.7857143,1514,52065,2
3584,0.031814,0.000461072,0.015359,726.8,1514,50876,2
3585,0.09707,0.001406812,0.027265,800.2714286,1514,56019,2
3586,0.087261,0.001264652,0.027265,792.6142857,1514,55483,2
3587,0.088511,0.001282768,0.024002,731.8285714,1514,51228,2
3588,0.140317,0.00203358,0.024002,855.0714286,1514,59855,2
3589,0.086088,0.001247652,0.019478,899.3571429,1514,62955,2
3590,0.043037,0.000623725,0.01542,1117.214286,1514,78205,2
3591,0.016001,0.000231899,0.004914,1220.428571,1514,85430,2
3592,0.029523,0.00042787,0.007915,1095.357143,1514,76675,2
3593,0.05703,0.000826522,0.018969,904.3428571,1514,63304,2
3594,0.088445,0.001281812,0.018969,812.6857143,1514,56888,2
3595,0.081946,0.001187623,0.014505,802.7857143,1514,56195,2
3596,0.040032,0.000580174,0.004687,996.2285714,1514,69736,2
3597,0.036532,0.000529449,0.006628,1166.214286,1514,81635,2
3598,0.074052,0.001073217,0.016698,1055.242857,1514,73867,2
3599,0.057619,0.000835058,0.016698,1074.142857,1514,75190,2
3600,0.024015,0.000348043,0.01379,881.7285714,1514,61721,2
3601,0.028666,0.000415449,0.010338,732.4,1514,51268,2
3602,0.025018,0.00036258,0.010338,803.5142857,1514,56246,2
3603,0.022324,0.000323536,0.006754,649.6285714,1514,45474,2
3604,0.070916,0.001027768,0.020012,753.4714286,1514,52743,2
3605,0.06223,0.000901884,0.020012,754.7714286,1514,52834,2
3606,0.061718,0.000894464,0.023497,643.2,1514,45024,2
3607,0.068834,0.000997594,0.023497,881.3,1514,61691,2
3608,0.029534,0.000428029,0.011774,850.7428571,1514,59552,2
3609,0.055045,0.000797754,0.02147,860.4285714,1514,60230,2
3610,0.045521,0.000659725,0.02147,1212.657143,1514,84886,2
3611,0.021734,0.000314986,0.008816,1201.328571,1514,84093,2
3612,0.020382,0.000295391,0.008816,968.5857143,1514,67801,2
3613,0.008012,0.000116116,0.001884,686.7571429,1514,48073,2
3614,0.011454,0.000166,0.002462,651.3,1514,45591,2
3615,0.013594,0.000197014,0.002462,863.7142857,1514,60460,2
3616,0.008347,0.000120971,0.001425,1073.142857,1514,75120,2
3617,0.004765,6.91E-05,0.000827,1039.485714,1514,72764,2
3618,0.006636,9.62E-05,0.001273,915.3857143,1514,64077,2
3619,0.007911,0.000114652,0.001273,817.7857143,1514,57245,2
3620,0.006832,9.90E-05,0.000849,808.8285714,1514,56618,2
3621,0.009001,0.000130449,0.002048,967.6571429,1514,67736,2
3622,0.009004,0.000130493,0.002048,1066.857143,1514,74680,2
3623,0.02652,0.000384348,0.00497,927.6142857,1514,64933,2
3624,0.039066,0.000566174,0.008871,905.8714286,1514,63411,2
3625,0.043532,0.000630899,0.008871,957.6857143,1514,67038,2
3626,0.051541,0.000746971,0.005883,1061.671429,7948,74317,2
3627,0.038911,0.000563928,0.005883,1098.542857,7948,76898,2
3628,0.033016,0.000478493,0.009624,943.7428571,1514,66062,2
3629,0.052653,0.000763087,0.013533,920.1428571,1514,64410,2
3630,0.054684,0.000792522,0.013533,911.1285714,1514,63779,2
3631,0.046542,0.000674522,0.013073,1049.057143,1514,73434,2
3632,0.039388,0.000570841,0.013073,1187.6,1514,83132,2
3633,0.015531,0.000225087,0.007019,1243.842857,1514,87069,2
3634,0.01558,0.000225797,0.006959,993.2714286,1514,69529,2
3635,0.033145,0.000480362,0.012677,685.8,1514,48006,2
3636,0.047503,0.000688449,0.012677,714.1285714,1514,49989,2
3637,0.069053,0.001000768,0.029519,937.2571429,1514,65608,2
3638,0.077437,0.001122275,0.029519,903.1,1514,63217,2
3639,0.051038,0.000739681,0.012307,896.7285714,1514,62771,2
3640,0.50515,0.007321014,0.013395,96.57142857,214,6760,1
3641,0.508867,0.007374884,0.013395,89.6,250,6272,1
3642,0.511084,0.007407014,0.010688,87.61428571,250,6133,1
3643,0.518159,0.007509551,0.010688,84.54285714,99,5918,1
3644,0.515887,0.007476623,0.012424,84.64285714,99,5925,1
3645,0.510624,0.007400348,0.012424,84.77142857,109,5934,1
3646,0.506708,0.007343594,0.009617,85.97142857,183,6018,1
3647,0.507859,0.007360275,0.010168,86.11428571,183,6028,1
3648,0.508038,0.00736287,0.010168,85.14285714,99,5960,1
3649,0.51642,0.007484348,0.011209,85.9,125,6013,1
3650,0.510591,0.00739987,0.011209,85.55714286,125,5989,1
3651,0.508877,0.007375029,0.010018,84.81428571,99,5937,1
3652,0.513074,0.007435855,0.009659,85.4,109,5978,1
3653,0.515628,0.00747287,0.011264,85.08571429,109,5956,1
3654,0.506967,0.007347348,0.011264,84.54285714,101,5918,1
3655,0.507904,0.007360928,0.009436,84.98571429,101,5949,1
3656,0.507212,0.007350899,0.012189,84.84285714,99,5939,1
3657,0.509551,0.007384797,0.012189,84.74285714,109,5932,1
3658,0.511164,0.007408174,0.010803,84.71428571,109,5930,1
3659,0.506584,0.007341797,0.010211,84.42857143,106,5910,1
3660,0.505049,0.007319551,0.010211,84.65714286,106,5926,1
3661,0.508998,0.007376783,0.011604,84.55714286,99,5919,1
3662,0.507923,0.007361203,0.011604,84.44285714,99,5911,1
3663,0.508206,0.007365304,0.009465,84.82857143,109,5938,1
3664,0.506868,0.007345913,0.00981,84.51428571,109,5916,1
3665,0.505194,0.007321652,0.00981,84.47142857,99,5913,1
3666,0.509697,0.007386913,0.012349,84.67142857,99,5927,1
3667,0.506961,0.007347261,0.012349,84.44285714,99,5911,1
3668,0.508445,0.007368768,0.010791,84.67142857,99,5927,1
3669,0.510392,0.007396986,0.010791,84.55714286,99,5919,1
3670,0.508381,0.007367841,0.010115,84.92857143,101,5945,1
3671,0.506368,0.007338667,0.012036,85.14285714,105,5960,1
3672,1.753018,0.025406058,0.20929,365.4428571,1013,25581,1
3673,1.561629,0.022632304,0.20929,700.1428571,1024,49010,1
3674,0.043496,0.000630377,0.01408,779.1571429,1033,54541,1
3675,0.241012,0.003492928,0.051815,594.9857143,1033,41649,1
3676,0.449806,0.006518928,0.051815,272.1285714,1030,19049,1
3677,0.403577,0.005848942,0.027295,175.3857143,929,12277,1
3678,0.365942,0.005303507,0.010769,170.6428571,929,11945,1
3679,0.32289,0.004679565,0.009537,148.0142857,274,10361,1
3680,0.315458,0.004571855,0.009537,146.2285714,307,10236,1
3681,0.333915,0.004839348,0.009687,143.9285714,307,10075,1
3682,0.310795,0.004504275,0.009687,135.7,277,9499,1
3683,0.334592,0.004849159,0.010281,135.8285714,277,9508,1
3684,0.391656,0.005676174,0.010962,147.5285714,483,10327,1
3685,0.395832,0.005736696,0.010962,142.7285714,483,9991,1
3686,0.407317,0.005903145,0.010786,140.0857143,368,9806,1
3687,0.415782,0.006025826,0.014071,147.2,616,10304,1
3688,0.421847,0.006113725,0.014071,139.8428571,616,9789,1
3689,0.406689,0.005894043,0.009726,144.7857143,424,10135,1
3690,0.404516,0.005862551,0.010497,153.4857143,593,10744,1
3691,0.420579,0.006095348,0.010497,141.1285714,593,9879,1
3692,0.427297,0.00619271,0.010308,134.0571429,263,9384,1
3693,0.419213,0.006075551,0.01029,137.4714286,271,9623,1
3694,0.438228,0.00635113,0.010373,139.4857143,271,9764,1
3695,0.400234,0.005800493,0.010373,143.6571429,288,10056,1
3696,0.332977,0.004825754,0.009697,147.1,288,10297,1
3697,0.353223,0.005119174,0.009938,147.2285714,283,10306,1
3698,0.360375,0.005222826,0.010309,147,289,10290,1
3699,0.33807,0.004899565,0.010309,145.1714286,289,10162,1
3700,0.344134,0.004987449,0.0097,140.1714286,288,9812,1
3701,0.35646,0.005166087,0.016013,183.0285714,980,12812,1
3702,0.390544,0.005660058,0.016013,183.7285714,980,12861,1
3703,0.392107,0.00568271,0.010005,143.9,448,10073,1
3704,0.386202,0.00559713,0.010599,145.6142857,448,10193,1
3705,0.381767,0.005532855,0.010599,146.9857143,910,10289,1
3706,0.370193,0.005365116,0.009373,144.5,910,10115,1
3707,0.375589,0.005443319,0.009827,136.8142857,435,9577,1
3708,0.384059,0.005566072,0.009827,149.2,485,10444,1
3709,0.372093,0.005392652,0.008654,145.7428571,485,10202,1
3710,0.00998,0.000144638,0.003829,1248.785714,1514,87415,3
3711,0.007098,0.00010287,0.001786,1334.771429,1514,93434,3
3712,0.007163,0.000103812,0.00126,1347.142857,1514,94300,3
3713,0.009304,0.000134841,0.001816,1347.142857,1514,94300,3
3714,0.052658,0.000763159,0.042084,1341.214286,1514,93885,3
3715,0.051758,0.000750116,0.042084,1303.314286,1514,91232,3
3716,0.006983,0.000101203,0.000937,1309.242857,1514,91647,3
3717,0.008107,0.000117493,0.002046,1326.285714,1514,92840,3
3718,0.007513,0.000108884,0.002046,1347.142857,1514,94300,3
3719,0.006614,9.59E-05,0.001304,1326.285714,1514,92840,3
3720,0.007529,0.000109116,0.001428,1305.428571,1514,91380,3
3721,0.008458,0.00012258,0.001428,1326.285714,1514,92840,3
3722,0.007275,0.000105435,0.00136,1368,1514,95760,3
3723,0.007021,0.000101754,0.001207,1347.142857,1514,94300,3
3724,0.007865,0.000113986,0.001842,1326.285714,1514,92840,3
3725,0.007442,0.000107855,0.001842,1347.142857,1514,94300,3
3726,0.007088,0.000102725,0.001747,1368,1514,95760,3
3727,0.006096,8.83E-05,0.002283,1388.857143,1514,97220,3
3728,0.007727,0.000111986,0.002283,1347.142857,1514,94300,3
3729,0.008255,0.000119638,0.001683,1305.428571,1514,91380,3
3730,0.007146,0.000103565,0.001683,1326.285714,1514,92840,3
3731,0.151567,0.002196623,0.141945,1304.671429,1514,91327,3
3732,0.152095,0.002204275,0.141945,1273.985714,1514,89179,3
3733,0.008134,0.000117884,0.001243,1295.6,1514,90692,3
3734,0.007526,0.000109072,0.001243,1326.285714,1514,92840,3
3735,0.006667,9.66E-05,0.00084,1326.285714,1514,92840,3
3736,0.00805,0.000116667,0.001198,1305.428571,1514,91380,3
3737,0.007467,0.000108217,0.001198,1326.285714,1514,92840,3
3738,0.007139,0.000103464,0.000727,1326.285714,1514,92840,3
3739,0.007634,0.000110638,0.000646,1305.428571,1514,91380,3
3740,0.007709,0.000111725,0.001233,1326.285714,1514,92840,3
3741,0.007128,0.000103304,0.001242,1326.285714,1514,92840,3
3742,0.007482,0.000108435,0.00148,1326.285714,1514,92840,3
3743,0.008582,0.000124377,0.003043,1347.142857,1514,94300,3
3744,0.007174,0.000103971,0.003043,1347.142857,1514,94300,3
3745,0.007435,0.000107754,0.001738,1347.142857,1514,94300,3
3746,0.007613,0.000110333,0.002312,1347.142857,1514,94300,3
3747,0.007166,0.000103855,0.002312,1368,1514,95760,3
3748,0.303667,0.004400971,0.293136,1292.142857,1514,90450,3
3749,0.304065,0.004406739,0.293136,1234.614286,1514,86423,3
3750,0.007285,0.00010558,0.001237,1289.614286,1514,90273,3
3751,0.007765,0.000112536,0.001556,1326.285714,1514,92840,3
3752,0.007179,0.000104043,0.001556,1347.142857,1514,94300,3
3753,0.007472,0.00010829,0.001291,1326.285714,1514,92840,3
3754,0.008313,0.000120478,0.001291,1305.428571,1514,91380,3
3755,0.007249,0.000105058,0.001111,1326.285714,1514,92840,3
3756,0.007001,0.000101464,0.001349,1347.142857,1514,94300,3
3757,0.006947,0.000100681,0.001349,1347.142857,1514,94300,3
3758,0.007692,0.000111478,0.001109,1326.285714,1514,92840,3
3759,0.007609,0.000110275,0.001155,1326.285714,1514,92840,3
3760,0.007221,0.000104652,0.001243,1347.142857,1514,94300,3
3761,0.008333,0.000120768,0.001373,1326.285714,1514,92840,3
3762,0.007974,0.000115565,0.001373,1326.285714,1514,92840,3
3763,0.006577,9.53E-05,0.001039,1347.142857,1514,94300,3
3764,0.00689,9.99E-05,0.001342,1347.142857,1514,94300,3
